"","V1","match_id","year","slam","match_num","player1","player2","status","winner","event_name","round","court_name","court_id","player1id","player2id","nation1","nation2","player1_rank","player2_rank","pServeP1","pReceiveP1","pServeP2","pReceiveP2"
"260",80,"2011-frenchopen-1312",2011,"frenchopen",1312,"Janko Tipsarevic","Roger Federer","Complete",2,"event_MS","round_3","Court Suzanne Lenglen","B","atpt742","atpf324","SRB","SUI",32,3,0.577464788732394,0.25,0.75,0.422535211267606
"261",81,"2011-frenchopen-1313",2011,"frenchopen",1313,"Fabio Fognini","Guillermo Garcia-Lopez","Complete",1,"event_MS","round_3","Court 7","I","atpf510","atpg476","ITA","ESP",NA,NA,NA,NA,NA,NA
"262",82,"2011-frenchopen-1314",2011,"frenchopen",1314,"Albert Montanes","Mikhail Youzhny","Complete",1,"event_MS","round_3","Court 2","D","atpm824","atpy061","ESP","RUS",37,13,0.646464646464647,0.518987341772152,0.481012658227848,0.353535353535353
"263",83,"2011-frenchopen-1315",2011,"frenchopen",1315,"Richard Gasquet","Thomaz Bellucci","Complete",1,"event_MS","round_3","Court Suzanne Lenglen","B","atpg628","atpbd20","FRA","BRA",14,25,0.663551401869159,0.455357142857143,0.544642857142857,0.336448598130841
"264",84,"2011-frenchopen-1316",2011,"frenchopen",1316,"Juan Martin Del Potro","Novak Djokovic","Complete",2,"event_MS","round_3","Court Suzanne Lenglen","B","atpd683","atpd643","ARG","SRB",27,2,0.566371681415929,0.28125,0.71875,0.433628318584071
"265",85,"2011-frenchopen-1401",2011,"frenchopen",1401,"Rafael Nadal","Ivan Ljubicic","Complete",1,"event_MS","round_4","Court Philippe Chatrier","A","atpn409","atpl360","ESP","CRO",1,36,0.763888888888889,0.467889908256881,0.532110091743119,0.236111111111111
"266",86,"2011-frenchopen-1402",2011,"frenchopen",1402,"Gilles Simon","Robin Soderling","Complete",2,"event_MS","round_4","Court Philippe Chatrier","A","atpsd32","atpsa49","FRA","SWE",19,5,0.6,0.333333333333333,0.666666666666667,0.4
"267",87,"2011-frenchopen-1403",2011,"frenchopen",1403,"Andy Murray","Viktor Troicki","Complete",1,"event_MS","round_4","Court Suzanne Lenglen","B","atpmc10","atpt840","GBR","SRB",4,16,0.613333333333333,0.454022988505747,0.545977011494253,0.386666666666667
"268",88,"2011-frenchopen-1404",2011,"frenchopen",1404,"Alejandro Falla","Juan Ignacio Chela","Complete",2,"event_MS","round_4","Court Suzanne Lenglen","B","atpf444","atpc514","COL","ARG",125,43,0.526315789473684,0.447204968944099,0.552795031055901,0.473684210526316
"269",89,"2011-frenchopen-1405",2011,"frenchopen",1405,"David Ferrer","Gael Monfils","Complete",2,"event_MS","round_4","Court Suzanne Lenglen","B","atpf401","atpmc65","ESP","FRA",7,9,0.582417582417582,0.394557823129252,0.605442176870748,0.417582417582418
"270",90,"2011-frenchopen-1406",2011,"frenchopen",1406,"Stanislas Wawrinka","Roger Federer","Complete",2,"event_MS","round_4","Court Philippe Chatrier","A","atpw367","atpf324","SUI","SUI",15,3,0.590361445783133,0.246753246753247,0.753246753246753,0.409638554216867
"271",91,"2011-frenchopen-1407",2011,"frenchopen",1407,"Fabio Fognini","Albert Montanes","Complete",1,"event_MS","round_4","Court Suzanne Lenglen","B","atpf510","atpm824","ITA","ESP",48,37,0.631840796019901,0.352272727272727,0.647727272727273,0.368159203980099
"272",92,"2011-frenchopen-1408",2011,"frenchopen",1408,"Richard Gasquet","Novak Djokovic","Complete",2,"event_MS","round_4","Court Philippe Chatrier","A","atpg628","atpd643","FRA","SRB",14,2,0.581395348837209,0.171428571428571,0.828571428571429,0.418604651162791
"273",93,"2011-frenchopen-1501",2011,"frenchopen",1501,"Rafael Nadal","Robin Soderling","Complete",1,"event_MS","round_5","Court Philippe Chatrier","A","atpn409","atpsa49","ESP","SWE",1,5,0.655555555555556,0.457446808510638,0.542553191489362,0.344444444444444
"274",94,"2011-frenchopen-1502",2011,"frenchopen",1502,"Andy Murray","Juan Ignacio Chela","Complete",1,"event_MS","round_5","Court Suzanne Lenglen","B","atpmc10","atpc514","GBR","ARG",4,43,0.593220338983051,0.513043478260869,0.48695652173913,0.406779661016949
"275",95,"2011-frenchopen-1503",2011,"frenchopen",1503,"Gael Monfils","Roger Federer","Complete",2,"event_MS","round_5","Court Philippe Chatrier","A","atpmc65","atpf324","FRA","SUI",9,3,0.548872180451128,0.306818181818182,0.693181818181818,0.451127819548872
"276",96,"2011-frenchopen-1601",2011,"frenchopen",1601,"Rafael Nadal","Andy Murray","Complete",1,"event_MS","round_6","Court Philippe Chatrier","A","atpn409","atpmc10","ESP","GBR",1,4,0.621848739495798,0.451923076923077,0.548076923076923,0.378151260504202
"277",97,"2011-frenchopen-1602",2011,"frenchopen",1602,"Roger Federer","Novak Djokovic","Complete",1,"event_MS","round_6","Court Philippe Chatrier","A","atpf324","atpd643","SUI","SRB",3,2,0.673758865248227,0.398809523809524,0.601190476190476,0.326241134751773
"278",98,"2011-frenchopen-1701",2011,"frenchopen",1701,"Rafael Nadal","Roger Federer","Complete",1,"event_MS","round_7","Court Philippe Chatrier","A","atpn409","atpf324","ESP","SUI",1,3,0.612244897959184,0.420634920634921,0.579365079365079,0.387755102040816
"279",99,"2011-frenchopen-2101",2011,"frenchopen",2101,"Caroline Wozniacki","Kimiko Date-Krumm","Complete",1,"event_WS","round_1","Court Philippe Chatrier","A","wta313402","wta040130","DEN","JPN",NA,NA,0.733333333333333,0.58695652173913,0.41304347826087,0.266666666666667
"280",100,"2011-frenchopen-2102",2011,"frenchopen",2102,"Junri Namigata","Aleksandra Wozniak","Complete",2,"event_WS","round_1","Court 6","H","wta140195","wta310494","JPN","CAN",120,162,0.384615384615385,0.325,0.675,0.615384615384615
"281",101,"2011-frenchopen-2104",2011,"frenchopen",2104,"Shuai Zhang","Daniela Hantuchova","Complete",2,"event_WS","round_1","Court 2","D","wta311779","wta080394","CHN","SVK",79,30,0.483333333333333,0.354166666666667,0.645833333333333,0.516666666666667
"282",102,"2011-frenchopen-2105",2011,"frenchopen",2105,"Shahar Peer","Maria Jose Martinez Sanchez","Complete",2,"event_WS","round_1","Court 2","D","wta311168","wta130591","ISR","ESP",20,87,0.4,0.466666666666667,0.533333333333333,0.6
"283",103,"2011-frenchopen-2107",2011,"frenchopen",2107,"Aravane Rezai","Irina-Camelia Begu","Complete",2,"event_WS","round_1","Court Suzanne Lenglen","B","wta311791","wta313169","FRA","ROU",NA,NA,0.446153846153846,0.421052631578947,0.578947368421053,0.553846153846154
"284",104,"2011-frenchopen-2108",2011,"frenchopen",2108,"Magdalena Rybarikova","Svetlana Kuznetsova","Complete",2,"event_WS","round_1","Court 1","C","wta312580","wta110552","SVK","RUS",61,13,0.486486486486487,0.363636363636364,0.636363636363636,0.513513513513513
"285",105,"2011-frenchopen-2109",2011,"frenchopen",2109,"Marion Bartoli","Anna Tatishvili","Complete",1,"event_WS","round_1","Court Philippe Chatrier","A","wta020631","wta312962","FRA","GEO",11,107,0.526315789473684,0.555555555555556,0.444444444444444,0.473684210526316
"286",106,"2011-frenchopen-2111",2011,"frenchopen",2111,"Kirsten Flipkens","Lucie Safarova","Complete",2,"event_WS","round_1","Court 6","H","wta310331","wta310553","BEL","CZE",96,37,0.4375,0.25,0.75,0.5625
"287",107,"2011-frenchopen-2112",2011,"frenchopen",2112,"Mathilde Johansson","Julia Goerges","Complete",2,"event_WS","round_1","Court Philippe Chatrier","A","wta100162","wta313381","FRA","GER",71,18,0.430769230769231,0.387755102040816,0.612244897959184,0.569230769230769
"288",108,"2011-frenchopen-2113",2011,"frenchopen",2113,"Tsvetana Pironkova","Casey Dellacqua","Complete",1,"event_WS","round_1","Court 6","H","wta311041","wta310730","BUL","AUS",34,429,0.631578947368421,0.5,0.5,0.368421052631579
"289",109,"2011-frenchopen-2114",2011,"frenchopen",2114,"Gisela Dulko","Irina Falconi","Complete",1,"event_WS","round_1","Court 3","E","wta040388","wta314545","ARG","USA",52,116,0.6,0.560606060606061,0.439393939393939,0.4
"290",110,"2011-frenchopen-2116",2011,"frenchopen",2116,"Iveta Benesova","Samantha Stosur","Complete",2,"event_WS","round_1","Court Philippe Chatrier","A","wta020576","wta190787","CZE","AUS",53,8,0.5,0.326923076923077,0.673076923076923,0.5
"291",111,"2011-frenchopen-2117",2011,"frenchopen",2117,"Vera Zvonareva","Lourdes Dominguez Lino","Complete",1,"event_WS","round_1","Court Suzanne Lenglen","B","wta260142","wta040300","RUS","ESP",3,43,0.62962962962963,0.535714285714286,0.464285714285714,0.37037037037037
"292",112,"2011-frenchopen-2120",2011,"frenchopen",2120,"Anastasia Rodionova","Nadia Petrova","Complete",1,"event_WS","round_1","Court 7","I","wta180356","wta160379","AUS","RUS",73,27,0.592920353982301,0.40625,0.59375,0.407079646017699
"293",113,"2011-frenchopen-2122",2011,"frenchopen",2122,"Renata Voracova","Alize Cornet","Complete",2,"event_WS","round_1","Court Suzanne Lenglen","B","wta220277","wta312121","CZE","FRA",122,80,0.519230769230769,0.37037037037037,0.62962962962963,0.480769230769231
"294",114,"2011-frenchopen-2123",2011,"frenchopen",2123,"Sybille Bammer","Mona Barthel","Complete",2,"event_WS","round_1","Court 6","H","wta020463","wta315365","AUT","GER",118,187,0.551020408163265,0.366666666666667,0.633333333333333,0.448979591836735
"295",115,"2011-frenchopen-2125",2011,"frenchopen",2125,"Jelena Jankovic","Alona Bondarenko","Complete",1,"event_WS","round_1","Court Suzanne Lenglen","B","wta100153","wta020608","SRB","UKR",10,75,0.790697674418605,0.474576271186441,0.525423728813559,0.209302325581395
"296",116,"2011-frenchopen-2126",2011,"frenchopen",2126,"Jelena Dokic","Vera Dushevina","Complete",2,"event_WS","round_1","Court 2","D","wta040344","wta310625","AUS","RUS",65,63,0.577464788732394,0.4,0.6,0.422535211267606
"297",117,"2011-frenchopen-2127",2011,"frenchopen",2127,"Arantxa Parra Santonja","Bethanie Mattek-Sands","Complete",2,"event_WS","round_1","Court 7","I","wta160451","wta130713","ESP","USA",NA,NA,0.529411764705882,0.463414634146341,0.536585365853659,0.470588235294118
"298",118,"2011-frenchopen-2128",2011,"frenchopen",2128,"Varvara Lepchenko","Flavia Pennetta","Complete",1,"event_WS","round_1","Court 1","C","wta120420","wta160391","USA","ITA",85,19,0.521276595744681,0.473684210526316,0.526315789473684,0.478723404255319
"299",119,"2011-frenchopen-2130",2011,"frenchopen",2130,"Olivia Sanchez","Polona Hercog","Complete",2,"event_WS","round_1","Court 7","I","wta190713","wta313968","FRA","SLO",143,55,0.407407407407407,0.225806451612903,0.774193548387097,0.592592592592593
"300",120,"2011-frenchopen-2132",2011,"frenchopen",2132,"Melanie Oudin","Francesca Schiavone","Complete",2,"event_WS","round_1","Court Philippe Chatrier","A","wta313963","wta190666","USA","ITA",89,5,0.380952380952381,0.325581395348837,0.674418604651163,0.619047619047619
"301",121,"2011-frenchopen-2133",2011,"frenchopen",2133,"Na Li","Barbora Zahlavova Strycova","Complete",1,"event_WS","round_1","Court 1","C","wta120330","wta190879","CHN","CZE",6,48,0.555555555555556,0.490196078431373,0.509803921568627,0.444444444444444
"302",122,"2011-frenchopen-2135",2011,"frenchopen",2135,"Patty Schnyder","Sorana Cirstea","Complete",2,"event_WS","round_1","Court 7","I","wta190519","wta312469","SUI","ROU",58,99,0.363636363636364,0.410714285714286,0.589285714285714,0.636363636363636
"303",123,"2011-frenchopen-2137",2011,"frenchopen",2137,"Dominika Cibulkova","Vania King","Complete",2,"event_WS","round_1","Court 3","E","wta312894","wta311550","SVK","USA",23,94,0.516129032258065,0.433628318584071,0.566371681415929,0.483870967741935
"304",124,"2011-frenchopen-2138",2011,"frenchopen",2138,"Elena Baltacha","Sloane Stephens","Complete",1,"event_WS","round_1","Court 6","H","wta020556","wta315683","GBR","USA",83,138,0.644067796610169,0.491228070175439,0.508771929824561,0.355932203389831
"305",125,"2011-frenchopen-2140",2011,"frenchopen",2140,"Greta Arn","Petra Kvitova","Complete",2,"event_WS","round_1","Court 2","D","wta010230","wta314206","HUN","CZE",40,9,0.442622950819672,0.389830508474576,0.610169491525424,0.557377049180328
"306",126,"2011-frenchopen-2142",2011,"frenchopen",2142,"Stephanie Foretz Gacon","Heather Watson","Complete",2,"event_WS","round_1","Court 6","H","wta060288","wta316981","FRA","GBR",140,119,0.446808510638298,0.428571428571429,0.571428571428571,0.553191489361702
"307",127,"2011-frenchopen-2144",2011,"frenchopen",2144,"Johanna Larsson","Ana Ivanovic","Complete",1,"event_WS","round_1","Court Suzanne Lenglen","B","wta311593","wta311710","SWE","SRB",66,21,0.605769230769231,0.385542168674699,0.614457831325301,0.394230769230769
"308",128,"2011-frenchopen-2146",2011,"frenchopen",2146,"Evgeniya Rodina","Iryna Bremond","Complete",2,"event_WS","round_1","Court 1","C","wta312584","wta110544","RUS","FRA",82,139,0.436781609195402,0.519230769230769,0.480769230769231,0.563218390804598
"309",129,"2011-frenchopen-2147",2011,"frenchopen",2147,"Pauline Parmentier","Ksenia Pervak","Complete",1,"event_WS","round_1","Court 3","E","wta160515","wta313537","FRA","RUS",105,88,0.597222222222222,0.507692307692308,0.492307692307692,0.402777777777778
"310",130,"2011-frenchopen-2148",2011,"frenchopen",2148,"Andrea Hlavackova","Victoria Azarenka","Complete",2,"event_WS","round_1","Court 1","C","wta080459","wta312001","CZE","BLR",97,4,0.492063492063492,0.339622641509434,0.660377358490566,0.507936507936508
"311",131,"2011-frenchopen-2149",2011,"frenchopen",2149,"Maria Sharapova","Mirjana Lucic","Complete",1,"event_WS","round_1","Court Philippe Chatrier","A","wta310137","wta120323","RUS","CRO",7,106,0.848484848484849,0.595744680851064,0.404255319148936,0.151515151515151
"312",132,"2011-frenchopen-2150",2011,"frenchopen",2150,"Zuzana Ondraskova","Caroline Garcia","Complete",2,"event_WS","round_1","Court 2","D","wta150017","wta315391","CZE","FRA",91,188,0.541666666666667,0.34375,0.65625,0.458333333333333
"313",133,"2011-frenchopen-2154",2011,"frenchopen",2154,"Kristina Mladenovic","Ayumi Morita","Complete",2,"event_WS","round_1","Court 7","I","wta315616","wta312848","FRA","JPN",251,57,0.531914893617021,0.470588235294118,0.529411764705882,0.468085106382979
"314",134,"2011-frenchopen-2155",2011,"frenchopen",2155,"Sania Mirza","Kristina Barrois","Complete",1,"event_WS","round_1","Court 6","H","wta310112","wta312578","IND","GER",74,59,0.620689655172414,0.491803278688525,0.508196721311475,0.379310344827586
"315",135,"2011-frenchopen-2156",2011,"frenchopen",2156,"Patricia Mayr-Achleitner","Agnieszka Radwanska","Complete",2,"event_WS","round_1","Court 3","E","wta311044","wta312251","AUT","POL",NA,NA,0.463414634146341,0.285714285714286,0.714285714285714,0.536585365853659
"316",136,"2011-frenchopen-2157",2011,"frenchopen",2157,"Andrea Petkovic","Bojana Jovanovski","Complete",1,"event_WS","round_1","Court 1","C","wta310770","wta314369","GER","SRB",15,51,0.571428571428571,0.489795918367347,0.510204081632653,0.428571428571429
"317",137,"2011-frenchopen-2160",2011,"frenchopen",2160,"Virginie Razzano","Jarmila Gajdosova","Complete",2,"event_WS","round_1","Court Philippe Chatrier","A","wta180384","wta310169","FRA","AUS",93,25,0.4,0.433333333333333,0.566666666666667,0.6
"318",138,"2011-frenchopen-2161",2011,"frenchopen",2161,"Maria Kirilenko","Coco Vandeweghe","Complete",1,"event_WS","round_1","Court 3","E","wta310577","wta314464","RUS","USA",26,90,0.666666666666667,0.426470588235294,0.573529411764706,0.333333333333333
"319",139,"2011-frenchopen-2164",2011,"frenchopen",2164,"Anastasiya Yakimova","Kim Clijsters","Complete",2,"event_WS","round_1","Court Suzanne Lenglen","B","wta310626","wta030458","BLR","BEL",NA,NA,0.416666666666667,0.442857142857143,0.557142857142857,0.583333333333333
"320",140,"2011-frenchopen-2201",2011,"frenchopen",2201,"Caroline Wozniacki","Aleksandra Wozniak","Complete",1,"event_WS","round_2","Court Philippe Chatrier","A","wta313402","wta310494","DEN","CAN",1,162,0.585365853658537,0.457142857142857,0.542857142857143,0.414634146341463
"321",141,"2011-frenchopen-2204",2011,"frenchopen",2204,"Irina-Camelia Begu","Svetlana Kuznetsova","Complete",2,"event_WS","round_2","Court 2","D","wta313169","wta110552","ROU","RUS",NA,NA,0.368421052631579,0.243243243243243,0.756756756756757,0.631578947368421
"322",142,"2011-frenchopen-2205",2011,"frenchopen",2205,"Marion Bartoli","Olga Govortsova","Complete",1,"event_WS","round_2","Court Suzanne Lenglen","B","wta020631","wta311243","FRA","BLR",11,125,0.586538461538462,0.476635514018692,0.523364485981308,0.413461538461538
"323",143,"2011-frenchopen-2206",2011,"frenchopen",2206,"Lucie Safarova","Julia Goerges","Complete",2,"event_WS","round_2","Court 2","D","wta310553","wta313381","CZE","GER",37,18,0.581395348837209,0.376470588235294,0.623529411764706,0.418604651162791
"324",144,"2011-frenchopen-2208",2011,"frenchopen",2208,"Simona Halep","Samantha Stosur","Complete",2,"event_WS","round_2","Court 1","C","wta314320","wta190787","ROU","AUS",69,8,0.38,0.340425531914894,0.659574468085106,0.62
"325",145,"2011-frenchopen-2209",2011,"frenchopen",2209,"Vera Zvonareva","Sabine Lisicki","Complete",1,"event_WS","round_2","Court 1","C","wta260142","wta312520","RUS","GER",3,123,0.60952380952381,0.440366972477064,0.559633027522936,0.39047619047619
"326",146,"2011-frenchopen-2211",2011,"frenchopen",2211,"Nuria Llagostera Vives","Alize Cornet","Complete",1,"event_WS","round_2","Court Suzanne Lenglen","B","wta120317","wta312121","ESP","FRA",111,80,0.75,0.544117647058824,0.455882352941176,0.25
"327",147,"2011-frenchopen-2213",2011,"frenchopen",2213,"Jelena Jankovic","Vera Dushevina","Complete",1,"event_WS","round_2","Court 3","E","wta100153","wta310625","SRB","RUS",10,63,0.583333333333333,0.571428571428571,0.428571428571429,0.416666666666667
"328",148,"2011-frenchopen-2214",2011,"frenchopen",2214,"Bethanie Mattek-Sands","Varvara Lepchenko","Complete",1,"event_WS","round_2","Court 3","E","wta130713","wta120420","USA","USA",NA,NA,0.590909090909091,0.461538461538462,0.538461538461538,0.409090909090909
"329",149,"2011-frenchopen-2215",2011,"frenchopen",2215,"Shuai Peng","Polona Hercog","Complete",1,"event_WS","round_2","Court 6","H","wta160471","wta313968","CHN","SLO",31,55,0.706896551724138,0.428571428571429,0.571428571428571,0.293103448275862
"330",150,"2011-frenchopen-2216",2011,"frenchopen",2216,"Vesna Dolonts","Francesca Schiavone","Complete",2,"event_WS","round_2","Court Philippe Chatrier","A","wta313653","wta190666","RUS","ITA",NA,NA,0.384615384615385,0.431372549019608,0.568627450980392,0.615384615384615
"331",151,"2011-frenchopen-2217",2011,"frenchopen",2217,"Na Li","Silvia Soler-Espinosa","Complete",1,"event_WS","round_2","Court Suzanne Lenglen","B","wta120330","wta311493","CHN","ESP",NA,NA,0.64,0.457142857142857,0.542857142857143,0.36
"332",152,"2011-frenchopen-2219",2011,"frenchopen",2219,"Vania King","Elena Baltacha","Complete",1,"event_WS","round_2","Court 6","H","wta311550","wta020556","USA","GBR",94,83,0.576470588235294,0.493975903614458,0.506024096385542,0.423529411764706
"333",153,"2011-frenchopen-2220",2011,"frenchopen",2220,"Jie Zheng","Petra Kvitova","Complete",2,"event_WS","round_2","Court 1","C","wta260144","wta314206","CHN","CZE",47,9,0.476923076923077,0.384615384615385,0.615384615384615,0.523076923076923
"334",154,"2011-frenchopen-2221",2011,"frenchopen",2221,"Kaia Kanepi","Heather Watson","Complete",1,"event_WS","round_2","Court 3","E","wta110536","wta316981","EST","GBR",16,119,0.7,0.462962962962963,0.537037037037037,0.3
"335",155,"2011-frenchopen-2223",2011,"frenchopen",2223,"Roberta Vinci","Iryna Bremond","Complete",1,"event_WS","round_2","Court 1","C","wta220214","wta110544","ITA","FRA",32,139,0.733333333333333,0.372881355932203,0.627118644067797,0.266666666666667
"336",156,"2011-frenchopen-2224",2011,"frenchopen",2224,"Pauline Parmentier","Victoria Azarenka","Complete",2,"event_WS","round_2","Court Suzanne Lenglen","B","wta160515","wta312001","FRA","BLR",105,4,0.415094339622642,0.333333333333333,0.666666666666667,0.584905660377358
"337",157,"2011-frenchopen-2225",2011,"frenchopen",2225,"Maria Sharapova","Caroline Garcia","Complete",1,"event_WS","round_2","Court Philippe Chatrier","A","wta310137","wta315391","RUS","FRA",7,188,0.506849315068493,0.560975609756098,0.439024390243902,0.493150684931507
"338",158,"2011-frenchopen-2227",2011,"frenchopen",2227,"Yanina Wickmayer","Ayumi Morita","Complete",1,"event_WS","round_2","Court 6","H","wta312536","wta312848","BEL","JPN",22,57,0.59375,0.482352941176471,0.517647058823529,0.40625
"339",159,"2011-frenchopen-2228",2011,"frenchopen",2228,"Sania Mirza","Agnieszka Radwanska","Complete",2,"event_WS","round_2","Court 2","D","wta310112","wta312251","IND","POL",74,12,0.390625,0.482142857142857,0.517857142857143,0.609375
"340",160,"2011-frenchopen-2229",2011,"frenchopen",2229,"Andrea Petkovic","Lucie Hradecka","Complete",1,"event_WS","round_2","Court 2","D","wta310770","wta310849","GER","CZE",15,49,0.737704918032787,0.375,0.625,0.262295081967213
"341",161,"2011-frenchopen-2230",2011,"frenchopen",2230,"Anabel Medina Garrigues","Jarmila Gajdosova","Complete",2,"event_WS","round_2","Court 3","E","wta130611","wta310169","ESP","AUS",44,25,0.545454545454545,0.397435897435897,0.602564102564103,0.454545454545455
"342",162,"2011-frenchopen-2231",2011,"frenchopen",2231,"Maria Kirilenko","Chanelle Scheepers","Complete",1,"event_WS","round_2","Court 7","I","wta310577","wta190873","RUS","RSA",26,67,0.593220338983051,0.666666666666667,0.333333333333333,0.406779661016949
"343",163,"2011-frenchopen-2232",2011,"frenchopen",2232,"Arantxa Rus","Kim Clijsters","Complete",1,"event_WS","round_2","Court Philippe Chatrier","A","wta313349","wta030458","NED","BEL",114,2,0.555555555555556,0.484210526315789,0.515789473684211,0.444444444444444
"344",164,"2011-frenchopen-2301",2011,"frenchopen",2301,"Caroline Wozniacki","Daniela Hantuchova","Complete",2,"event_WS","round_3","Court Suzanne Lenglen","B","wta313402","wta080394","DEN","SVK",1,30,0.450980392156863,0.295454545454545,0.704545454545455,0.549019607843137
"345",165,"2011-frenchopen-2302",2011,"frenchopen",2302,"Rebecca Marino","Svetlana Kuznetsova","Complete",2,"event_WS","round_3","Court 1","C","wta313485","wta110552","CAN","RUS",62,13,0.422222222222222,0.25,0.75,0.577777777777778
"346",166,"2011-frenchopen-2303",2011,"frenchopen",2303,"Marion Bartoli","Julia Goerges","Complete",1,"event_WS","round_3","Court Philippe Chatrier","A","wta020631","wta313381","FRA","GER",11,18,NA,NA,NA,NA
"347",167,"2011-frenchopen-2304",2011,"frenchopen",2304,"Gisela Dulko","Samantha Stosur","Complete",1,"event_WS","round_3","Court Philippe Chatrier","A","wta040388","wta190787","ARG","AUS",52,8,0.605263157894737,0.467289719626168,0.532710280373832,0.394736842105263
"348",168,"2011-frenchopen-2305",2011,"frenchopen",2305,"Vera Zvonareva","Anastasia Rodionova","Complete",1,"event_WS","round_3","Court 1","C","wta260142","wta180356","RUS","AUS",3,73,0.491525423728814,0.616666666666667,0.383333333333333,0.508474576271186
"349",169,"2011-frenchopen-2306",2011,"frenchopen",2306,"Nuria Llagostera Vives","Anastasia Pavlyuchenkova","Complete",2,"event_WS","round_3","Court 7","I","wta120317","wta313796","ESP","RUS",111,14,0.527472527472527,0.43298969072165,0.56701030927835,0.472527472527473
"350",170,"2011-frenchopen-2307",2011,"frenchopen",2307,"Jelena Jankovic","Bethanie Mattek-Sands","Complete",1,"event_WS","round_3","Court 2","D","wta100153","wta130713","SRB","USA",NA,NA,0.739130434782609,0.491803278688525,0.508196721311475,0.260869565217391
"351",171,"2011-frenchopen-2308",2011,"frenchopen",2308,"Shuai Peng","Francesca Schiavone","Retired",2,"event_WS","round_3","Court Suzanne Lenglen","B","wta160471","wta190666","CHN","ITA",31,5,NA,NA,NA,NA
"352",172,"2011-frenchopen-2309",2011,"frenchopen",2309,"Na Li","Sorana Cirstea","Complete",1,"event_WS","round_3","Court Suzanne Lenglen","B","wta120330","wta312469","CHN","ROU",6,99,0.714285714285714,0.543859649122807,0.456140350877193,0.285714285714286
"353",173,"2011-frenchopen-2310",2011,"frenchopen",2310,"Vania King","Petra Kvitova","Complete",2,"event_WS","round_3","Court 7","I","wta311550","wta314206","USA","CZE",94,9,0.442622950819672,0.446153846153846,0.553846153846154,0.557377049180328
"354",174,"2011-frenchopen-2311",2011,"frenchopen",2311,"Kaia Kanepi","Ekaterina Makarova","Complete",2,"event_WS","round_3","Court 2","D","wta110536","wta311604","EST","RUS",16,35,0.5,0.439393939393939,0.560606060606061,0.5
"355",175,"2011-frenchopen-2312",2011,"frenchopen",2312,"Roberta Vinci","Victoria Azarenka","Complete",2,"event_WS","round_3","Court Philippe Chatrier","A","wta220214","wta312001","ITA","BLR",32,4,NA,NA,NA,NA
"356",176,"2011-frenchopen-2313",2011,"frenchopen",2313,"Maria Sharapova","Yung-Jan Chan","Complete",1,"event_WS","round_3","Court Philippe Chatrier","A","wta310137","wta312015","RUS","TPE",NA,NA,0.686274509803922,0.527777777777778,0.472222222222222,0.313725490196078
"357",177,"2011-frenchopen-2314",2011,"frenchopen",2314,"Yanina Wickmayer","Agnieszka Radwanska","Complete",2,"event_WS","round_3","Court Suzanne Lenglen","B","wta312536","wta312251","BEL","POL",22,12,0.62962962962963,0.333333333333333,0.666666666666667,0.37037037037037
"358",178,"2011-frenchopen-2315",2011,"frenchopen",2315,"Andrea Petkovic","Jarmila Gajdosova","Complete",1,"event_WS","round_3","Court 1","C","wta310770","wta310169","GER","AUS",15,25,0.613636363636364,0.454545454545455,0.545454545454545,0.386363636363636
"359",179,"2011-frenchopen-2316",2011,"frenchopen",2316,"Maria Kirilenko","Arantxa Rus","Complete",1,"event_WS","round_3","Court 1","C","wta310577","wta313349","RUS","NED",26,114,0.666666666666667,0.607142857142857,0.392857142857143,0.333333333333333
"360",180,"2011-frenchopen-2401",2011,"frenchopen",2401,"Daniela Hantuchova","Svetlana Kuznetsova","Complete",2,"event_WS","round_4","Court 1","C","wta080394","wta110552","SVK","RUS",30,13,0.520408163265306,0.358695652173913,0.641304347826087,0.479591836734694
"361",181,"2011-frenchopen-2403",2011,"frenchopen",2403,"Vera Zvonareva","Anastasia Pavlyuchenkova","Complete",2,"event_WS","round_4","Court Philippe Chatrier","A","wta260142","wta313796","RUS","RUS",3,14,0.56,0.448979591836735,0.551020408163265,0.44
"362",182,"2011-frenchopen-2404",2011,"frenchopen",2404,"Jelena Jankovic","Francesca Schiavone","Complete",2,"event_WS","round_4","Court Suzanne Lenglen","B","wta100153","wta190666","SRB","ITA",10,5,0.545454545454545,0.447619047619048,0.552380952380952,0.454545454545455
"363",183,"2011-frenchopen-2405",2011,"frenchopen",2405,"Na Li","Petra Kvitova","Complete",1,"event_WS","round_4","Court Philippe Chatrier","A","wta120330","wta314206","CHN","CZE",6,9,0.619718309859155,0.467391304347826,0.532608695652174,0.380281690140845
"364",184,"2011-frenchopen-2406",2011,"frenchopen",2406,"Ekaterina Makarova","Victoria Azarenka","Complete",2,"event_WS","round_4","Court Suzanne Lenglen","B","wta311604","wta312001","RUS","BLR",35,4,0.428571428571429,0.392156862745098,0.607843137254902,0.571428571428571
"365",185,"2011-frenchopen-2407",2011,"frenchopen",2407,"Maria Sharapova","Agnieszka Radwanska","Complete",1,"event_WS","round_4","Court Philippe Chatrier","A","wta310137","wta312251","RUS","POL",7,12,0.630952380952381,0.443181818181818,0.556818181818182,0.369047619047619
"366",186,"2011-frenchopen-2408",2011,"frenchopen",2408,"Andrea Petkovic","Maria Kirilenko","Complete",1,"event_WS","round_4","Court 1","C","wta310770","wta310577","GER","RUS",15,26,0.581395348837209,0.4375,0.5625,0.418604651162791
