"","V1","match_id","year","slam","match_num","player1","player2","status","winner","event_name","round","court_name","court_id","player1id","player2id","nation1","nation2","player1_rank","player2_rank","pServeP1","pReceiveP1","pServeP2","pReceiveP2"
"4109",25,"2016-usopen-1156",2016,"usopen",1156,"Jared Donaldson","David Goffin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,14,0.652173913043478,0.426356589147287,0.573643410852713,0.347826086956522
"4110",26,"2016-usopen-1157",2016,"usopen",1157,"Feliciano Lopez","Borna Coric",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,40,NA,NA,NA,NA
"4111",27,"2016-usopen-1164",2016,"usopen",1164,"Lukas Rosol","Andy Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,2,0.530120481927711,0.242857142857143,0.757142857142857,0.469879518072289
"4112",28,"2016-usopen-1203",2016,"usopen",1203,"John Isner","Steve Darcis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,108,0.768,0.305785123966942,0.694214876033058,0.232
"4113",29,"2016-usopen-1204",2016,"usopen",1204,"Ernesto Escobedo","Kyle Edmund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,85,0.601769911504425,0.292929292929293,0.707070707070707,0.398230088495575
"4114",30,"2016-usopen-1205",2016,"usopen",1205,"Jo Wilfried Tsonga","James Duckworth",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,199,0.68141592920354,0.395973154362416,0.604026845637584,0.31858407079646
"4115",31,"2016-usopen-1206",2016,"usopen",1206,"Vasek Pospisil","Kevin Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123,25,0.594827586206897,0.33,0.67,0.405172413793103
"4116",32,"2016-usopen-1207",2016,"usopen",1207,"Jack Sock","Mischa Zverev",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,126,0.71875,0.518518518518519,0.481481481481481,0.28125
"4117",33,"2016-usopen-1208",2016,"usopen",1208,"Sergiy Stakhovsky","Marin Cilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,9,0.5,0.238805970149254,0.761194029850746,0.5
"4118",34,"2016-usopen-1209",2016,"usopen",1209,"Rafael Nadal","Andreas Seppi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,88,0.62962962962963,0.569620253164557,0.430379746835443,0.37037037037037
"4119",35,"2016-usopen-1211",2016,"usopen",1211,"Lucas Pouille","Marco Chiudinelli",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,144,0.685483870967742,0.416666666666667,0.583333333333333,0.314516129032258
"4120",36,"2016-usopen-1212",2016,"usopen",1212,"Federico Delbonis","Roberto Bautista Agut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,17,0.521008403361345,0.348623853211009,0.651376146788991,0.478991596638655
"4121",37,"2016-usopen-1213",2016,"usopen",1213,"Gael Monfils","Jan Satral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,227,0.738636363636364,0.383177570093458,0.616822429906542,0.261363636363636
"4122",38,"2016-usopen-1214",2016,"usopen",1214,"Nicolas Almagro","Pablo Cuevas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,20,0.702702702702703,0.37007874015748,0.62992125984252,0.297297297297297
"4123",39,"2016-usopen-1215",2016,"usopen",1215,"Benoit Paire","Marcos Baghdatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,44,0.58252427184466,0.305263157894737,0.694736842105263,0.41747572815534
"4124",40,"2016-usopen-1216",2016,"usopen",1216,"Ryan Harrison","Milos Raonic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,6,0.63905325443787,0.405228758169935,0.594771241830065,0.36094674556213
"4125",41,"2016-usopen-1217",2016,"usopen",1217,"Dominic Thiem","Ricardas Berankis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,89,0.6875,0.466666666666667,0.533333333333333,0.3125
"4126",42,"2016-usopen-1219",2016,"usopen",1219,"Steve Johnson","Juan Martin del Potro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.583333333333333,0.272727272727273,0.727272727272727,0.416666666666667
"4127",43,"2016-usopen-1220",2016,"usopen",1220,"Fabio Fognini","David Ferrer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,13,0.528662420382166,0.39041095890411,0.60958904109589,0.471337579617834
"4128",44,"2016-usopen-1221",2016,"usopen",1221,"Nick Kyrgios","Horacio Zeballos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,70,0.82051282051282,0.392857142857143,0.607142857142857,0.17948717948718
"4129",45,"2016-usopen-1224",2016,"usopen",1224,"Alessandro Giannessi","Stan Wawrinka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.588785046728972,0.314516129032258,0.685483870967742,0.411214953271028
"4130",46,"2016-usopen-1225",2016,"usopen",1225,"Kei Nishikori","Karen Khachanov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,96,0.634920634920635,0.36036036036036,0.63963963963964,0.365079365079365
"4131",47,"2016-usopen-1226",2016,"usopen",1226,"Paul Henri Mathieu","Nicolas Mahut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,41,0.611764705882353,0.282352941176471,0.717647058823529,0.388235294117647
"4132",48,"2016-usopen-1227",2016,"usopen",1227,"Ivo Karlovic","Donald Young",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,57,0.685950413223141,0.339805825242718,0.660194174757282,0.314049586776859
"4133",49,"2016-usopen-1228",2016,"usopen",1228,"Viktor Troicki","Jared Donaldson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,122,0.542857142857143,0.375,0.625,0.457142857142857
"4134",50,"2016-usopen-1229",2016,"usopen",1229,"Feliciano Lopez","Joao Sousa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,36,0.607142857142857,0.38135593220339,0.61864406779661,0.392857142857143
"4135",51,"2016-usopen-1230",2016,"usopen",1230,"Jeremy Chardy","Grigor Dimitrov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,24,0.602836879432624,0.363013698630137,0.636986301369863,0.397163120567376
"4136",52,"2016-usopen-1232",2016,"usopen",1232,"Marcel Granollers","Andy Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,0.555555555555556,0.290697674418605,0.709302325581395,0.444444444444444
"4137",53,"2016-usopen-1301",2016,"usopen",1301,"Novak Djokovic","Mikhail Youzhny",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,63,NA,NA,NA,NA
"4138",54,"2016-usopen-1302",2016,"usopen",1302,"John Isner","Kyle Edmund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,85,0.697247706422018,0.320610687022901,0.679389312977099,0.302752293577982
"4139",55,"2016-usopen-1303",2016,"usopen",1303,"Jo Wilfried Tsonga","Kevin Anderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,25,0.714285714285714,0.358490566037736,0.641509433962264,0.285714285714286
"4140",56,"2016-usopen-1304",2016,"usopen",1304,"Jack Sock","Marin Cilic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,9,0.797297297297297,0.388888888888889,0.611111111111111,0.202702702702703
"4141",57,"2016-usopen-1305",2016,"usopen",1305,"Rafael Nadal","Andrey Kuznetsov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,42,0.634146341463415,0.519480519480519,0.480519480519481,0.365853658536585
"4142",58,"2016-usopen-1306",2016,"usopen",1306,"Lucas Pouille","Roberto Bautista Agut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,17,0.615853658536585,0.36,0.64,0.384146341463415
"4143",59,"2016-usopen-1307",2016,"usopen",1307,"Gael Monfils","Nicolas Almagro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,46,0.671052631578947,0.489130434782609,0.510869565217391,0.328947368421053
"4144",60,"2016-usopen-1308",2016,"usopen",1308,"Marcos Baghdatis","Ryan Harrison",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,118,0.613445378151261,0.428571428571429,0.571428571428571,0.386554621848739
"4145",61,"2016-usopen-1309",2016,"usopen",1309,"Dominic Thiem","Pablo Carreno Busta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,49,0.607407407407407,0.427480916030534,0.572519083969466,0.392592592592593
"4146",62,"2016-usopen-1310",2016,"usopen",1310,"Juan Martin del Potro","David Ferrer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.695652173913043,0.418604651162791,0.581395348837209,0.304347826086957
"4147",63,"2016-usopen-1311",2016,"usopen",1311,"Nick Kyrgios","Illya Marchenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,65,NA,NA,NA,NA
"4148",64,"2016-usopen-1312",2016,"usopen",1312,"Daniel Evans","Stan Wawrinka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.606217616580311,0.319277108433735,0.680722891566265,0.393782383419689
"4149",65,"2016-usopen-1313",2016,"usopen",1313,"Kei Nishikori","Nicolas Mahut",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,41,0.646017699115044,0.445652173913043,0.554347826086957,0.353982300884956
"4150",66,"2016-usopen-1314",2016,"usopen",1314,"Ivo Karlovic","Jared Donaldson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,122,0.75,0.333333333333333,0.666666666666667,0.25
"4151",67,"2016-usopen-1315",2016,"usopen",1315,"Joao Sousa","Grigor Dimitrov",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24,0.550847457627119,0.367521367521368,0.632478632478632,0.449152542372881
"4152",68,"2016-usopen-1316",2016,"usopen",1316,"Paolo Lorenzi","Andy Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,2,0.551724137931034,0.344827586206897,0.655172413793103,0.448275862068966
"4153",69,"2016-usopen-1401",2016,"usopen",1401,"Novak Djokovic","Kyle Edmund",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,85,0.634146341463415,0.550561797752809,0.449438202247191,0.365853658536585
"4154",70,"2016-usopen-1402",2016,"usopen",1402,"Jo Wilfried Tsonga","Jack Sock",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,28,0.651851851851852,0.40625,0.59375,0.348148148148148
"4155",71,"2016-usopen-1403",2016,"usopen",1403,"Rafael Nadal","Lucas Pouille",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,26,0.626666666666667,0.382716049382716,0.617283950617284,0.373333333333333
"4156",72,"2016-usopen-1404",2016,"usopen",1404,"Gael Monfils","Marcos Baghdatis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,44,0.617647058823529,0.514285714285714,0.485714285714286,0.382352941176471
"4157",73,"2016-usopen-1405",2016,"usopen",1405,"Dominic Thiem","Juan Martin del Potro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4158",74,"2016-usopen-1406",2016,"usopen",1406,"Illya Marchenko","Stan Wawrinka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.558333333333333,0.333333333333333,0.666666666666667,0.441666666666667
"4159",75,"2016-usopen-1407",2016,"usopen",1407,"Kei Nishikori","Ivo Karlovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,23,0.78494623655914,0.329787234042553,0.670212765957447,0.21505376344086
"4160",76,"2016-usopen-1408",2016,"usopen",1408,"Grigor Dimitrov","Andy Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,0.45679012345679,0.324324324324324,0.675675675675676,0.54320987654321
"4161",77,"2016-usopen-1501",2016,"usopen",1501,"Novak Djokovic","Jo Wilfried Tsonga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11,NA,NA,NA,NA
"4162",78,"2016-usopen-1502",2016,"usopen",1502,"Lucas Pouille","Gael Monfils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,12,0.565217391304348,0.24,0.76,0.434782608695652
"4163",79,"2016-usopen-1503",2016,"usopen",1503,"Juan Martin del Potro","Stan Wawrinka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655737704918033,0.288135593220339,0.711864406779661,0.344262295081967
"4164",80,"2016-usopen-1504",2016,"usopen",1504,"Kei Nishikori","Andy Murray",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,0.603053435114504,0.446808510638298,0.553191489361702,0.396946564885496
"4165",81,"2016-usopen-1601",2016,"usopen",1601,"Novak Djokovic","Gael Monfils",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,12,0.622641509433962,0.495495495495496,0.504504504504504,0.377358490566038
"4166",82,"2016-usopen-1602",2016,"usopen",1602,"Stan Wawrinka","Kei Nishikori",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.663793103448276,0.418032786885246,0.581967213114754,0.336206896551724
"4167",83,"2016-usopen-1701",2016,"usopen",1701,"Novak Djokovic","Stan Wawrinka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.658536585365854,0.378048780487805,0.621951219512195,0.341463414634146
"4168",84,"2016-usopen-2101",2016,"usopen",2101,"Serena Williams","Ekaterina Makarova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,36,0.782608695652174,0.421052631578947,0.578947368421053,0.217391304347826
"4169",85,"2016-usopen-2104",2016,"usopen",2104,"Denisa Allertova","Ana Ivanovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,31,0.618181818181818,0.512820512820513,0.487179487179487,0.381818181818182
"4170",86,"2016-usopen-2108",2016,"usopen",2108,"Camila Giorgi","Samantha Stosur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66,17,0.563636363636364,0.392857142857143,0.607142857142857,0.436363636363636
"4171",87,"2016-usopen-2114",2016,"usopen",2114,"Heather Watson","Richel Hogenkamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,165,0.466666666666667,0.387096774193548,0.612903225806452,0.533333333333333
"4172",88,"2016-usopen-2115",2016,"usopen",2115,"Lucie Safarova","Daria Gavrilova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,45,0.741379310344828,0.44,0.56,0.258620689655172
"4173",89,"2016-usopen-2116",2016,"usopen",2116,"Kirsten Flipkens","Simona Halep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,5,0.369565217391304,0.36734693877551,0.63265306122449,0.630434782608696
"4174",90,"2016-usopen-2117",2016,"usopen",2117,"Agnieszka Radwanska","Jessica Pegula",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,139,0.769230769230769,0.5625,0.4375,0.230769230769231
"4175",91,"2016-usopen-2118",2016,"usopen",2118,"Naomi Broady","Laura Robson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83,247,0.670103092783505,0.422413793103448,0.577586206896552,0.329896907216495
"4176",92,"2016-usopen-2119",2016,"usopen",2119,"Katerina Siniakova","Eugenie Bouchard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,40,0.690140845070423,0.429906542056075,0.570093457943925,0.309859154929577
"4177",93,"2016-usopen-2120",2016,"usopen",2120,"Pauline Parmentier","Caroline Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,27,0.555555555555556,0.382716049382716,0.617283950617284,0.444444444444444
"4178",94,"2016-usopen-2122",2016,"usopen",2122,"Kurumi Nara","Stefanie Voegele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,98,0.634920634920635,0.523809523809524,0.476190476190476,0.365079365079365
"4179",95,"2016-usopen-2125",2016,"usopen",2125,"Karolina Pliskova","Sofia Kenin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,246,0.642857142857143,0.5,0.5,0.357142857142857
"4180",96,"2016-usopen-2127",2016,"usopen",2127,"Nao Hibino","Kristina Mladenovic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,37,0.616666666666667,0.35,0.65,0.383333333333333
"4181",97,"2016-usopen-2128",2016,"usopen",2128,"Louisa Chirico","Anastasia Pavlyuchenkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,18,0.436619718309859,0.387755102040816,0.612244897959184,0.563380281690141
"4182",98,"2016-usopen-2132",2016,"usopen",2132,"Kateryna Kozlova","Venus Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,6,0.491666666666667,0.45,0.55,0.508333333333333
"4183",99,"2016-usopen-2133",2016,"usopen",2133,"Madison Keys","Alison Riske",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,59,0.656565656565657,0.418032786885246,0.581967213114754,0.343434343434343
"4184",100,"2016-usopen-2136",2016,"usopen",2136,"Naomi Osaka","Coco Vandeweghe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,30,0.681318681318681,0.361111111111111,0.638888888888889,0.318681318681319
"4185",101,"2016-usopen-2137",2016,"usopen",2137,"Barbora Strycova","Monica Niculescu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,0.333333333333333,0.666666666666667,0.4
"4186",102,"2016-usopen-2139",2016,"usopen",2139,"Taylor Townsend","Caroline Wozniacki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,51,0.620689655172414,0.325842696629214,0.674157303370786,0.379310344827586
"4187",103,"2016-usopen-2140",2016,"usopen",2140,"Francesca Schiavone","Svetlana Kuznetsova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,10,0.407407407407407,0.297297297297297,0.702702702702703,0.592592592592593
"4188",104,"2016-usopen-2141",2016,"usopen",2141,"Johanna Konta","Bethanie Mattek Sands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,109,0.759259259259259,0.428571428571429,0.571428571428571,0.240740740740741
"4189",105,"2016-usopen-2144",2016,"usopen",2144,"Samantha Crawford","Belinda Bencic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,26,0.537634408602151,0.41747572815534,0.58252427184466,0.462365591397849
"4190",106,"2016-usopen-2145",2016,"usopen",2145,"Monica Puig","Saisai Zheng",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,60,0.54,0.327272727272727,0.672727272727273,0.46
"4191",107,"2016-usopen-2148",2016,"usopen",2148,"Elise Mertens","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.481481481481481,0.416666666666667,0.583333333333333,0.518518518518519
"4192",108,"2016-usopen-2149",2016,"usopen",2149,"Roberta Vinci","Anna Lena Friedsam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,46,0.648148148148148,0.472727272727273,0.527272727272727,0.351851851851852
"4193",109,"2016-usopen-2152",2016,"usopen",2152,"Carina Witthoeft","Misaki Doi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101,32,0.590909090909091,0.558823529411765,0.441176470588235,0.409090909090909
"4194",110,"2016-usopen-2156",2016,"usopen",2156,"Magda Linette","Dominika Cibulkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,13,0.482142857142857,0.352941176470588,0.647058823529412,0.517857142857143
"4195",111,"2016-usopen-2160",2016,"usopen",2160,"Mandy Minella","Elina Svitolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,110,23,0.505376344086022,0.36046511627907,0.63953488372093,0.494623655913978
"4196",112,"2016-usopen-2163",2016,"usopen",2163,"","Mirjana Lucic Baroni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.361702127659574,0.478260869565217,0.521739130434783,0.638297872340426
"4197",113,"2016-usopen-2164",2016,"usopen",2164,"Polona Hercog","Angelique Kerber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116,2,NA,NA,NA,NA
"4198",114,"2016-usopen-2201",2016,"usopen",2201,"Serena Williams","Vania King",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,87,0.716981132075472,0.442622950819672,0.557377049180328,0.283018867924528
"4199",115,"2016-usopen-2202",2016,"usopen",2202,"Johanna Larsson","Denisa Allertova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,90,0.7,0.5,0.5,0.3
"4200",116,"2016-usopen-2204",2016,"usopen",2204,"Shuai Zhang","Samantha Stosur",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,17,0.684210526315789,0.482142857142857,0.517857142857143,0.315789473684211
"4201",117,"2016-usopen-2207",2016,"usopen",2207,"Timea Babos","Richel Hogenkamp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,165,0.6875,0.5,0.5,0.3125
"4202",118,"2016-usopen-2208",2016,"usopen",2208,"Lucie Safarova","Simona Halep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,5,0.432432432432432,0.457627118644068,0.542372881355932,0.567567567567568
"4203",119,"2016-usopen-2209",2016,"usopen",2209,"Agnieszka Radwanska","Naomi Broady",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,83,0.634146341463415,0.438356164383562,0.561643835616438,0.365853658536585
"4204",120,"2016-usopen-2210",2016,"usopen",2210,"Katerina Siniakova","Caroline Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,27,0.549450549450549,0.397727272727273,0.602272727272727,0.450549450549451
"4205",121,"2016-usopen-2211",2016,"usopen",2211,"Ana Konjuh","Kurumi Nara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,81,0.641791044776119,0.462962962962963,0.537037037037037,0.358208955223881
"4206",122,"2016-usopen-2212",2016,"usopen",2212,"Varvara Lepchenko","Timea Bacsinszky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,16,0.604166666666667,0.445454545454545,0.554545454545455,0.395833333333333
"4207",123,"2016-usopen-2213",2016,"usopen",2213,"Karolina Pliskova","Montserrat Gonzalez",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,194,0.69811320754717,0.492063492063492,0.507936507936508,0.30188679245283
"4208",124,"2016-usopen-2214",2016,"usopen",2214,"Kristina Mladenovic","Anastasia Pavlyuchenkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,18,0.533333333333333,0.465116279069767,0.534883720930233,0.466666666666667
"4209",125,"2016-usopen-2215",2016,"usopen",2215,"Laura Siegemund","Nicole Gibbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,72,0.590163934426229,0.507246376811594,0.492753623188406,0.409836065573771
"4210",126,"2016-usopen-2216",2016,"usopen",2216,"Julia Goerges","Venus Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,6,0.490566037735849,0.338983050847458,0.661016949152542,0.509433962264151
"4211",127,"2016-usopen-2217",2016,"usopen",2217,"Madison Keys","Kayla Day",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,426,0.8,0.576923076923077,0.423076923076923,0.2
"4212",128,"2016-usopen-2218",2016,"usopen",2218,"Ying Ying Duan","Naomi Osaka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,82,0.575757575757576,0.380281690140845,0.619718309859155,0.424242424242424
"4213",129,"2016-usopen-2219",2016,"usopen",2219,"Monica Niculescu","Ana Bogdan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,117,0.604651162790698,0.6875,0.3125,0.395348837209302
"4214",130,"2016-usopen-2220",2016,"usopen",2220,"Caroline Wozniacki","Svetlana Kuznetsova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,10,0.545454545454545,0.536231884057971,0.463768115942029,0.454545454545455
"4215",131,"2016-usopen-2221",2016,"usopen",2221,"Johanna Konta","Tsvetana Pironkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,71,0.67032967032967,0.454545454545455,0.545454545454545,0.32967032967033
"4216",132,"2016-usopen-2222",2016,"usopen",2222,"Andrea Petkovic","Belinda Bencic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,26,0.439393939393939,0.428571428571429,0.571428571428571,0.560606060606061
"4217",133,"2016-usopen-2223",2016,"usopen",2223,"Saisai Zheng","Kateryna Bondarenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,58,0.508928571428571,0.460869565217391,0.539130434782609,0.491071428571429
"4218",134,"2016-usopen-2224",2016,"usopen",2224,"Anastasija Sevastova","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.527777777777778,0.534246575342466,0.465753424657534,0.472222222222222
"4219",135,"2016-usopen-2225",2016,"usopen",2225,"Roberta Vinci","Christina McHale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.708333333333333,0.470588235294118,0.529411764705882,0.291666666666667
"4220",136,"2016-usopen-2228",2016,"usopen",2228,"Evgeniya Rodina","Dominika Cibulkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,13,0.473684210526316,0.436170212765957,0.563829787234043,0.526315789473684
"4221",137,"2016-usopen-2229",2016,"usopen",2229,"Petra Kvitova","Cagla Buyukakcay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,67,0.637931034482759,0.46969696969697,0.53030303030303,0.362068965517241
"4222",138,"2016-usopen-2230",2016,"usopen",2230,"Lauren Davis","Elina Svitolina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105,23,0.505882352941176,0.376623376623377,0.623376623376623,0.494117647058824
"4223",139,"2016-usopen-2231",2016,"usopen",2231,"Shelby Rogers","Catherine Bellis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5125,0.434782608695652,0.565217391304348,0.4875
"4224",140,"2016-usopen-2232",2016,"usopen",2232,"Mirjana Lucic Baroni","Angelique Kerber",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.505882352941176,0.4,0.6,0.494117647058824
"4225",141,"2016-usopen-2301",2016,"usopen",2301,"Serena Williams","Johanna Larsson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,62,0.765957446808511,0.534883720930233,0.465116279069767,0.234042553191489
"4226",142,"2016-usopen-2302",2016,"usopen",2302,"Yaroslava Shvedova","Shuai Zhang",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,49,0.655737704918033,0.516666666666667,0.483333333333333,0.344262295081967
"4227",143,"2016-usopen-2303",2016,"usopen",2303,"","Elena Vesnina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.649122807017544,0.442307692307692,0.557692307692308,0.350877192982456
"4228",144,"2016-usopen-2304",2016,"usopen",2304,"Timea Babos","Simona Halep",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,5,0.51685393258427,0.448275862068966,0.551724137931034,0.48314606741573
"4229",145,"2016-usopen-2305",2016,"usopen",2305,"Agnieszka Radwanska","Caroline Garcia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,27,0.658536585365854,0.615384615384615,0.384615384615385,0.341463414634146
"4230",146,"2016-usopen-2306",2016,"usopen",2306,"Ana Konjuh","Varvara Lepchenko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,69,0.654320987654321,0.416666666666667,0.583333333333333,0.345679012345679
"4231",147,"2016-usopen-2307",2016,"usopen",2307,"Karolina Pliskova","Anastasia Pavlyuchenkova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,18,0.576923076923077,0.558823529411765,0.441176470588235,0.423076923076923
"4232",148,"2016-usopen-2308",2016,"usopen",2308,"Laura Siegemund","Venus Williams",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,6,0.36,0.412698412698413,0.587301587301587,0.64
