,match_id,year,slam,match_num,player1,player2,status,winner,event_name,round,court_name,court_id,player1id,player2id,nation1,nation2,player1_rank,player2_rank
0,2015-usopen-1101,2015,usopen,1101,Novak Djokovic,Joao Souza,,,,,,,,,,,1.0,89.0
1,2015-usopen-1108,2015,usopen,1108,Simone Bolelli,David Goffin,,,,,,,,,,,62.0,14.0
2,2015-usopen-1109,2015,usopen,1109,Milos Raonic,Tim Smyczek,,,,,,,,,,,10.0,95.0
3,2015-usopen-1110,2015,usopen,1110,Fernando Verdasco,Tommy Haas,,,,,,,,,,,42.0,497.0
4,2015-usopen-1111,2015,usopen,1111,Marco Cecchinato,Mardy Fish,,,,,,,,,,,102.0,574.0
5,2015-usopen-1113,2015,usopen,1113,Fabio Fognini,Steve Johnson,,,,,,,,,,,32.0,49.0
6,2015-usopen-1116,2015,usopen,1116,Borna Coric,Rafael Nadal,,,,,,,,,,,35.0,8.0
7,2015-usopen-1117,2015,usopen,1117,Kei Nishikori,Benoit Paire,,,,,,,,,,,4.0,41.0
8,2015-usopen-1120,2015,usopen,1120,Michael Berrer,Tommy Robredo,,,,,,,,,,,120.0,26.0
9,2015-usopen-1121,2015,usopen,1121,Jo Wilfried Tsonga,Jarkko Nieminen,,,,,,,,,,,19.0,101.0
10,2015-usopen-1124,2015,usopen,1124,Illya Marchenko,Gael Monfils,,,,,,,,,,,119.0,16.0
11,2015-usopen-1125,2015,usopen,1125,Marin Cilic,Guido Pella,,,,,,,,,,,9.0,91.0
12,2015-usopen-1128,2015,usopen,1128,Matthew Ebden,Grigor Dimitrov,,,,,,,,,,,130.0,17.0
13,2015-usopen-1132,2015,usopen,1132,Radu Albot,David Ferrer,,,,,,,,,,,85.0,7.0
14,2015-usopen-1133,2015,usopen,1133,Stan Wawrinka,Albert Ramos Vinolas,,,,,,,,,,,,
15,2015-usopen-1136,2015,usopen,1136,Victor Estrella Burgos,Jack Sock,,,,,,,,,,,,
16,2015-usopen-1137,2015,usopen,1137,Viktor Troicki,Frances Tiafoe,,,,,,,,,,,,
17,2015-usopen-1140,2015,usopen,1140,Donald Young,Gilles Simon,,,,,,,,,,,68.0,11.0
18,2015-usopen-1141,2015,usopen,1141,Kevin Anderson,Andrey Rublev,,,,,,,,,,,15.0,198.0
19,2015-usopen-1146,2015,usopen,1146,Paul Henri Mathieu,Yoshihito Nishioka,,,,,,,,,,,80.0,127.0
20,2015-usopen-1148,2015,usopen,1148,Nick Kyrgios,Andy Murray,,,,,,,,,,,37.0,3.0
21,2015-usopen-1149,2015,usopen,1149,Tomas Berdych,Bjorn Fratangelo,,,,,,,,,,,6.0,111.0
22,2015-usopen-1151,2015,usopen,1151,Sam Querrey,Nicolas Mahut,,,,,,,,,,,38.0,64.0
23,2015-usopen-1153,2015,usopen,1153,Bernard Tomic,Damir Dzumhur,,,,,,,,,,,24.0,94.0
24,2015-usopen-1154,2015,usopen,1154,Aleksandr Nedovyesov,Lleyton Hewitt,,,,,,,,,,,96.0,347.0
25,2015-usopen-1156,2015,usopen,1156,Thanasi Kokkinakis,Richard Gasquet,,,,,,,,,,,70.0,12.0
26,2015-usopen-1157,2015,usopen,1157,John Isner,Malek Jaziri,,,,,,,,,,,13.0,88.0
27,2015-usopen-1164,2015,usopen,1164,Leonardo Mayer,Roger Federer,,,,,,,,,,,33.0,2.0
28,2015-usopen-1201,2015,usopen,1201,Novak Djokovic,Andreas Haider Maurer,,,,,,,,,,,1.0,52.0
29,2015-usopen-1202,2015,usopen,1202,Teymuraz Gabashvili,Andreas Seppi,,,,,,,,,,,53.0,25.0
30,2015-usopen-1204,2015,usopen,1204,Ricardas Berankis,David Goffin,,,,,,,,,,,78.0,14.0
31,2015-usopen-1205,2015,usopen,1205,Milos Raonic,Fernando Verdasco,,,,,,,,,,,10.0,42.0
32,2015-usopen-1206,2015,usopen,1206,Mardy Fish,Feliciano Lopez,,,,,,,,,,,574.0,18.0
33,2015-usopen-1207,2015,usopen,1207,Fabio Fognini,Pablo Cuevas,,,,,,,,,,,32.0,40.0
34,2015-usopen-1208,2015,usopen,1208,Diego Schwartzman,Rafael Nadal,,,,,,,,,,,,
35,2015-usopen-1209,2015,usopen,1209,Benoit Paire,Marsel Ilhan,,,,,,,,,,,41.0,83.0
36,2015-usopen-1210,2015,usopen,1210,Sam Groth,Tommy Robredo,,,,,,,,,,,,
37,2015-usopen-1211,2015,usopen,1211,Jo Wilfried Tsonga,Marcel Granollers,,,,,,,,,,,19.0,77.0
38,2015-usopen-1213,2015,usopen,1213,Marin Cilic,Evgeny Donskoy,,,,,,,,,,,9.0,138.0
39,2015-usopen-1214,2015,usopen,1214,Mikhail Kukushkin,Grigor Dimitrov,,,,,,,,,,,55.0,17.0
40,2015-usopen-1215,2015,usopen,1215,Jeremy Chardy,Martin Klizan,,,,,,,,,,,27.0,36.0
41,2015-usopen-1216,2015,usopen,1216,Filip Krajinovic,David Ferrer,,,,,,,,,,,98.0,7.0
42,2015-usopen-1217,2015,usopen,1217,Stan Wawrinka,Hyeon Chung,,,,,,,,,,,,
43,2015-usopen-1218,2015,usopen,1218,Ruben Bemelmans,Jack Sock,,,,,,,,,,,103.0,28.0
44,2015-usopen-1219,2015,usopen,1219,Viktor Troicki,Rajeev Ram,,,,,,,,,,,22.0,87.0
45,2015-usopen-1220,2015,usopen,1220,Aljaz Bedene,Donald Young,,,,,,,,,,,58.0,68.0
46,2015-usopen-1221,2015,usopen,1221,Kevin Anderson,Austin Krajicek,,,,,,,,,,,15.0,115.0
47,2015-usopen-1223,2015,usopen,1223,Thomaz Bellucci,Yoshihito Nishioka,,,,,,,,,,,30.0,127.0
48,2015-usopen-1224,2015,usopen,1224,Adrian Mannarino,Andy Murray,,,,,,,,,,,34.0,3.0
49,2015-usopen-1225,2015,usopen,1225,Tomas Berdych,Jurgen Melzer,,,,,,,,,,,6.0,131.0
50,2015-usopen-1226,2015,usopen,1226,Nicolas Mahut,Guillermo Garcia Lopez,,,,,,,,,,,64.0,31.0
51,2015-usopen-1227,2015,usopen,1227,Bernard Tomic,Lleyton Hewitt,,,,,,,,,,,24.0,347.0
52,2015-usopen-1228,2015,usopen,1228,Robin Haase,Richard Gasquet,,,,,,,,,,,79.0,12.0
53,2015-usopen-1229,2015,usopen,1229,John Isner,Mikhail Youzhny,,,,,,,,,,,13.0,90.0
54,2015-usopen-1231,2015,usopen,1231,Philipp Kohlschreiber,Lukas Rosol,,,,,,,,,,,29.0,86.0
55,2015-usopen-1232,2015,usopen,1232,Steve Darcis,Roger Federer,,,,,,,,,,,66.0,2.0
56,2015-usopen-1301,2015,usopen,1301,Novak Djokovic,Andreas Seppi,,,,,,,,,,,1.0,25.0
57,2015-usopen-1302,2015,usopen,1302,Roberto Bautista Agut,David Goffin,,,,,,,,,,,23.0,14.0
58,2015-usopen-1303,2015,usopen,1303,Milos Raonic,Feliciano Lopez,,,,,,,,,,,10.0,18.0
59,2015-usopen-1304,2015,usopen,1304,Fabio Fognini,Rafael Nadal,,,,,,,,,,,32.0,8.0
60,2015-usopen-1305,2015,usopen,1305,Benoit Paire,Tommy Robredo,,,,,,,,,,,41.0,26.0
61,2015-usopen-1306,2015,usopen,1306,Jo Wilfried Tsonga,Sergiy Stakhovsky,,,,,,,,,,,19.0,60.0
62,2015-usopen-1307,2015,usopen,1307,Marin Cilic,Mikhail Kukushkin,,,,,,,,,,,9.0,55.0
63,2015-usopen-1308,2015,usopen,1308,Jeremy Chardy,David Ferrer,,,,,,,,,,,27.0,7.0
64,2015-usopen-1309,2015,usopen,1309,Stan Wawrinka,Ruben Bemelmans,,,,,,,,,,,,
65,2015-usopen-1310,2015,usopen,1310,Viktor Troicki,Donald Young,,,,,,,,,,,22.0,68.0
66,2015-usopen-1311,2015,usopen,1311,Kevin Anderson,Dominic Thiem,,,,,,,,,,,15.0,20.0
67,2015-usopen-1312,2015,usopen,1312,Thomaz Bellucci,Andy Murray,,,,,,,,,,,30.0,3.0
68,2015-usopen-1313,2015,usopen,1313,Tomas Berdych,Guillermo Garcia Lopez,,,,,,,,,,,6.0,31.0
69,2015-usopen-1314,2015,usopen,1314,Bernard Tomic,Richard Gasquet,,,,,,,,,,,24.0,12.0
70,2015-usopen-1315,2015,usopen,1315,John Isner,Jiri Vesely,,,,,,,,,,,13.0,47.0
71,2015-usopen-1316,2015,usopen,1316,Philipp Kohlschreiber,Roger Federer,,,,,,,,,,,29.0,2.0
72,2015-usopen-1401,2015,usopen,1401,Novak Djokovic,Roberto Bautista Agut,,,,,,,,,,,1.0,23.0
73,2015-usopen-1402,2015,usopen,1402,Feliciano Lopez,Fabio Fognini,,,,,,,,,,,18.0,32.0
74,2015-usopen-1403,2015,usopen,1403,Benoit Paire,Jo Wilfried Tsonga,,,,,,,,,,,41.0,19.0
75,2015-usopen-1404,2015,usopen,1404,Marin Cilic,Jeremy Chardy,,,,,,,,,,,9.0,27.0
76,2015-usopen-1405,2015,usopen,1405,Stan Wawrinka,Donald Young,,,,,,,,,,,,
77,2015-usopen-1406,2015,usopen,1406,Kevin Anderson,Andy Murray,,,,,,,,,,,15.0,3.0
78,2015-usopen-1407,2015,usopen,1407,Tomas Berdych,Richard Gasquet,,,,,,,,,,,6.0,12.0
